Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Car Parking,Ownership
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
12182,50,1950,0,8,3,1,2,1,3,4,1,1
9722,50,1570,0,7,3,2,3,1,3,2,1,1
10500,50,1500,0,4,3,0,0,1,3,3,1,1
5000,50,900,0,3,3,1,3,0,2,2,1,1
6000,50,400,0,2,3,1,0,1,1,1,1,1
9750,50,1350,0,3,3,1,0,1,2,3,1,1
11667,50,1400,0,4,3,1,2,1,2,4,1,1
10930,50,1760,0,6,3,1,2,1,4,3,1,1
10667,50,1600,0,7,3,1,2,1,3,4,1,1
11278,50,133,0,1,0,2,0,1,3,2,1,1
12222,50,1600,0,6,3,1,2,1,3,3,1,1
13333,50,1000,0,1,3,2,3,1,2,2,1,1
4889,50,50,0,1,3,2,1,6,1,1,1,1
11167,50,2100,0,8,3,2,2,1,3,4,1,1
7895,50,850,0,1,3,1,0,6,2,2,1,1
6667,50,675,0,4,3,2,0,17,2,0,1,1
6800,50,1250,0,2,0,1,2,17,2,1,1,1
18000,50,50,0,1,3,0,7,17,1,1,1,4
4646,50,495,0,1,0,0,0,1,2,1,1,1
12714,50,1300,0,6,3,1,7,6,2,3,1,1
9875,50,1300,0,5,3,1,0,0,2,2,1,1
